,endTime,artistName,trackName,Genre,Day of the Week,Genres,msPlayed
196,4/2/2020 3:00,Emotional Oranges,Sundays,alternative r&b,Thursday,['alternative r&b'],189093
197,4/2/2020 3:03,Emotional Oranges,Motion,alternative r&b,Thursday,['alternative r&b'],68660
198,4/2/2020 3:04,Emotional Oranges,Personal,alternative r&b,Thursday,['alternative r&b'],71980
199,4/2/2020 3:07,Emotional Oranges,Corners Of My Mind,alternative r&b,Thursday,['alternative r&b'],204500
200,4/2/2020 3:08,Emotional Oranges,Built That Way,alternative r&b,Thursday,['alternative r&b'],31540
201,4/2/2020 3:10,Emotional Oranges,Hold You Back,alternative r&b,Thursday,['alternative r&b'],134990
202,4/2/2020 3:11,Emotional Oranges,Don't Be Lazy,alternative r&b,Thursday,['alternative r&b'],62710
203,4/2/2020 3:17,Blake Shelton,Nobody But You (Duet with Gwen Stefani) - Acoustic,contemporary country,Thursday,"['contemporary country', 'country', 'country road', 'oklahoma country']",198413
204,4/2/2020 3:25,Lady A,What I’m Leaving For,contemporary country,Thursday,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road', 'neo mellow', 'pop rock']",203601
205,4/2/2020 3:31,Luke Combs,Beautiful Crazy,contemporary country,Thursday,['contemporary country'],125730
206,4/3/2020 2:14,Chris Young,Drowning - Piano Version,contemporary country,Friday,"['contemporary country', 'country', 'country road', 'modern country rock']",182357
207,4/3/2020 2:21,Chris Young,Town Ain't Big Enough,contemporary country,Friday,"['contemporary country', 'country', 'country road', 'modern country rock']",171800
208,4/3/2020 2:31,Lady A,What I’m Leaving For,contemporary country,Friday,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road', 'neo mellow', 'pop rock']",203601
209,4/3/2020 2:38,Dan + Shay,My Side of the Fence,contemporary country,Friday,"['contemporary country', 'pop']",219826
210,4/3/2020 2:45,Arctic Monkeys,Fluorescent Adolescent,garage rock,Friday,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",173493
211,4/3/2020 2:48,Sister Hazel,All For You,acoustic pop,Friday,"['acoustic pop', 'neo mellow', 'pop rock']",218706
212,4/3/2020 2:52,The Vamps,Somebody To You,boy band,Friday,"['boy band', 'dance pop', 'pop', 'post-teen pop']",182826
213,4/3/2020 2:58,Taylor Swift,Holy Ground,dance pop,Friday,"['dance pop', 'pop']",201853
214,4/3/2020 15:57,Emotional Oranges,Sundays,alternative r&b,Friday,['alternative r&b'],189093
215,4/3/2020 16:00,Carly Pearce,I Hope You’re Happy Now,contemporary country,Friday,"['contemporary country', 'country pop']",198688
216,4/3/2020 16:04,Emotional Oranges,West Coast Love,alternative r&b,Friday,['alternative r&b'],215386
217,4/3/2020 17:05,Chris Young,Town Ain't Big Enough,contemporary country,Friday,"['contemporary country', 'country', 'country road', 'modern country rock']",171800
218,4/3/2020 17:06,Becky G,Shower,dance pop,Friday,"['dance pop', 'latin', 'latin pop', 'latin viral pop', 'pop', 'post-teen pop', 'rap latina', 'reggaeton', 'trap latino']",49870
219,4/3/2020 17:14,Riley Green,I Wish Grandpas Never Died,contemporary country,Friday,"['contemporary country', 'country road']",250413
220,4/3/2020 17:22,Brett Young,In Case You Didn't Know,contemporary country,Friday,['contemporary country'],192516
221,4/3/2020 20:07,MAN WITH A MISSION,Seven Deadly Sins,anime,Friday,"['anime', 'anime rock', 'j-pop', 'j-poprock', 'j-rock', 'otacore']",195590
222,4/3/2020 21:03,KANA-BOON,Silhouette,anime,Friday,"['anime', 'j-pop', 'j-poprock', 'j-rock']",207300
223,4/3/2020 21:06,Chris Young,Drowning - Piano Version,contemporary country,Friday,"['contemporary country', 'country', 'country road', 'modern country rock']",126130
224,4/3/2020 21:10,Carly Pearce,I Hope You’re Happy Now,contemporary country,Friday,"['contemporary country', 'country pop']",198688
225,4/3/2020 21:21,Blake Shelton,Nobody But You (Duet with Gwen Stefani) - Acoustic,contemporary country,Friday,"['contemporary country', 'country', 'country road', 'oklahoma country']",198413
226,4/3/2020 21:32,Cash Cash,I Found You,big room,Friday,"['big room', 'dance pop', 'edm', 'electro house', 'electropop', 'electropowerpop', 'indie poptimism', 'pop', 'pop dance', 'pop edm', 'tropical house']",167307
227,4/3/2020 21:47,Luke Combs,Beautiful Crazy,contemporary country,Friday,['contemporary country'],190690
228,4/3/2020 22:11,Jonas Brothers,Like It's Christmas,boy band,Friday,"['boy band', 'dance pop', 'pop', 'pop dance', 'pop rock', 'post-teen pop']",154550
229,4/3/2020 22:17,Thomas Rhett,Be A Light,contemporary country,Friday,"['contemporary country', 'country', 'country road', 'modern country rock']",173960
230,4/3/2020 22:20,Mitchel Musso,Hey,post-teen pop,Friday,['post-teen pop'],181226
231,4/4/2020 18:36,Emotional Oranges,Sundays,alternative r&b,Saturday,['alternative r&b'],187050
232,4/4/2020 18:46,Mark Keali'i Ho'omalu,"He Mele No Lilo - From ""Lilo & Stitch""/Soundtrack Version",movie tunes,Saturday,['movie tunes'],146730
233,4/4/2020 18:52,Emotional Oranges,Sundays,alternative r&b,Saturday,['alternative r&b'],189093
234,4/4/2020 19:55,KANA-BOON,Silhouette,anime,Saturday,"['anime', 'j-pop', 'j-poprock', 'j-rock']",235840
235,4/4/2020 20:02,Rascal Flatts,I Won't Let Go,contemporary country,Saturday,"['contemporary country', 'country', 'country road', 'pop rock']",225310
236,4/4/2020 20:04,Chris Young,Town Ain't Big Enough,contemporary country,Saturday,"['contemporary country', 'country', 'country road', 'modern country rock']",171800
237,4/4/2020 20:11,Lady A,What I’m Leaving For,contemporary country,Saturday,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road', 'neo mellow', 'pop rock']",203601
238,4/4/2020 20:15,Dean Brody,It's Friday,canadian contemporary country,Saturday,"['canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country road', 'modern country rock']",185260
239,4/4/2020 20:22,Luke Combs,Even Though I'm Leaving,contemporary country,Saturday,['contemporary country'],212010
240,4/4/2020 20:28,Sam Hunt,Hard To Forget,contemporary country,Saturday,"['contemporary country', 'country pop']",204760
241,4/4/2020 20:32,Bon Jovi,Who Says You Can't Go Home,glam metal,Saturday,"['glam metal', 'rock']",223980
242,4/4/2020 21:54,Flame,Start Over (feat. NF),christian hip hop,Saturday,"['christian hip hop', 'christian trap']",37182
243,4/4/2020 21:57,Luke Combs,Even Though I'm Leaving,contemporary country,Saturday,['contemporary country'],218123
244,4/4/2020 22:08,Guy Sebastian,Like It Like That,australian pop,Saturday,"['australian pop', 'australian talent show']",241973
245,4/4/2020 22:15,Ed Sheeran,Barcelona,pop,Saturday,"['pop', 'uk pop']",191146
246,4/4/2020 22:37,Zac Brown Band,As She's Walking Away (feat. Alan Jackson),contemporary country,Saturday,"['contemporary country', 'country', 'country road', 'modern country rock']",223826
247,4/4/2020 22:46,Taylor Swift,You Belong With Me,dance pop,Saturday,"['dance pop', 'pop']",232120
248,4/4/2020 23:03,Lorrie Morgan,He Drinks Tequila,country,Saturday,"['country', 'country dawn', 'country rock']",189040
249,4/4/2020 23:09,Rex Orange County,Loving Is Easy,bedroom pop,Saturday,"['bedroom pop', 'pop']",155720
250,4/4/2020 23:13,AKMU,MY DARLING,k-pop,Saturday,"['k-pop', 'korean pop']",225282
251,4/4/2020 23:17,Old Dominion,Nowhere Fast,contemporary country,Saturday,"['contemporary country', 'country road']",188960
252,4/4/2020 23:26,Dean Brody,It's Friday,canadian contemporary country,Saturday,"['canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country road', 'modern country rock']",81229
253,4/4/2020 23:29,Rascal Flatts,I Won't Let Go,contemporary country,Saturday,"['contemporary country', 'country', 'country road', 'pop rock']",227760
254,4/5/2020 1:50,Taylor Swift,Paper Rings,dance pop,Sunday,"['dance pop', 'pop']",82881
255,4/5/2020 1:54,Old Dominion,My Heart Is a Bar,contemporary country,Sunday,"['contemporary country', 'country road']",236287
256,4/5/2020 1:57,Dan + Shay,"10,000 Hours (with Justin Bieber)",contemporary country,Sunday,"['contemporary country', 'pop']",161454
257,4/5/2020 2:17,Carly Pearce,I Hope You’re Happy Now,contemporary country,Sunday,"['contemporary country', 'country pop']",184976
258,4/5/2020 2:20,Chris Young,Town Ain't Big Enough,contemporary country,Sunday,"['contemporary country', 'country', 'country road', 'modern country rock']",171800
259,4/5/2020 2:23,Selena,Bidi Bidi Bom Bom,dance pop,Sunday,"['dance pop', 'pop', 'pop dance', 'post-teen pop']",178307
260,4/5/2020 2:27,Rascal Flatts,I Won't Let Go,contemporary country,Sunday,"['contemporary country', 'country', 'country road', 'pop rock']",227760
261,4/5/2020 2:33,Luke Combs,Beautiful Crazy,contemporary country,Sunday,['contemporary country'],180102
262,4/5/2020 20:36,Carly Pearce,I Hope You’re Happy Now,contemporary country,Sunday,"['contemporary country', 'country pop']",198688
263,4/5/2020 20:40,Jordan Davis,Take It From Me,contemporary country,Sunday,['contemporary country'],44340
264,4/5/2020 20:41,Brooke White,Calico,idol,Sunday,['idol'],43570
265,4/5/2020 20:44,The Click Five,Just the Girl,boy band,Sunday,"['boy band', 'neo mellow', 'neon pop punk', 'pixie', 'pop punk', 'pop rock']",208900
266,4/5/2020 20:45,Brendan James,Yellow Lines,acoustic pop,Sunday,"['acoustic pop', 'indiecoustica', 'neo mellow']",42860
267,4/5/2020 20:46,Parachute,Without You,acoustic pop,Sunday,"['acoustic pop', 'charlottesville indie', 'indiecoustica', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']",59720
268,4/5/2020 20:47,Francesca Battistelli,Free to Be Me,anthem worship,Sunday,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'worship']",85130
269,4/5/2020 20:56,Carrie Underwood,Southbound,contemporary country,Sunday,"['contemporary country', 'country', 'country dawn', 'country road', 'dance pop', 'oklahoma country', 'pop', 'post-teen pop']",202853
270,4/5/2020 20:58,Christian Lopez,Don't Wanna Say Goodnight,folk-pop,Sunday,['folk-pop'],84250
271,4/5/2020 21:05,Capital Lights,Let Your Hair Down,christian alternative rock,Sunday,"['christian alternative rock', 'christian punk', 'christian rock']",253510
272,4/5/2020 21:08,Dan Seals,Bop,classic country pop,Sunday,"['classic country pop', 'country', 'country rock']",177390
273,4/5/2020 21:09,Judah & the Lion,Passion Fashion feat. Jon Bellion,banjo,Sunday,"['banjo', 'folk-pop', 'indie poptimism', 'indiecoustica', 'modern alternative rock', 'modern rock', 'pop rock', 'stomp and holler']",46700
274,4/5/2020 21:11,The Bundys,King,folk,Sunday,['folk'],149720
275,4/5/2020 21:17,Tyler Russell,Now or Never,pop,Sunday,['pop'],48230
276,4/5/2020 21:18,Josh Kelley,Amazing,acoustic pop,Sunday,"['acoustic pop', 'neo mellow']",58180
277,4/5/2020 21:20,Tenille Townes,Somebody's Daughter,alberta country,Sunday,"['alberta country', 'contemporary country', 'country pop']",41230
278,4/5/2020 21:21,Little Big Town,Boondocks,contemporary country,Sunday,"['contemporary country', 'country', 'country dawn', 'country road', 'modern country rock']",59560
279,4/5/2020 21:24,Sam Hunt,2016,contemporary country,Sunday,"['contemporary country', 'country pop']",124640
280,4/5/2020 21:25,Ailee,Like Yesterday,k-pop,Sunday,"['k-pop', 'korean pop']",44690
281,4/5/2020 21:25,The Worship Initiative,Behold The Lamb,anthem worship,Sunday,"['anthem worship', 'ccm', 'indiecoustica', 'roots worship', 'world worship']",34020
282,4/5/2020 21:26,Green Day,Oh Love - Otis Big Guitar Mix,permanent wave,Sunday,"['permanent wave', 'pop punk', 'punk']",45150
283,4/5/2020 22:28,Emotional Oranges,Sundays,alternative r&b,Sunday,['alternative r&b'],189093
284,4/5/2020 22:31,Sam Hunt,Hard To Forget,contemporary country,Sunday,"['contemporary country', 'country pop']",204760
285,4/5/2020 22:44,The Weeknd,Blinding Lights,canadian contemporary r&b,Sunday,"['canadian contemporary r&b', 'canadian pop', 'pop']",105306
286,4/5/2020 23:18,The Weeknd,Blinding Lights,canadian contemporary r&b,Sunday,"['canadian contemporary r&b', 'canadian pop', 'pop']",96569
287,4/5/2020 23:22,KANA-BOON,Silhouette,anime,Sunday,"['anime', 'j-pop', 'j-poprock', 'j-rock']",240133
288,4/5/2020 23:23,Luke Bryan,One Margarita,contemporary country,Sunday,"['contemporary country', 'country', 'country road']",56784
289,4/6/2020 20:20,Emotional Oranges,Sundays,alternative r&b,Monday,['alternative r&b'],189093
290,4/6/2020 20:24,Emotional Oranges,West Coast Love,alternative r&b,Monday,['alternative r&b'],215386
291,4/6/2020 20:42,Riley Green,I Wish Grandpas Never Died,contemporary country,Monday,"['contemporary country', 'country road']",250413
292,4/6/2020 20:43,Kelleigh Bannen,Famous,contemporary country,Monday,"['contemporary country', 'country dawn', 'country pop']",34276
293,4/6/2020 20:49,Ed Sheeran,Castle on the Hill,pop,Monday,"['pop', 'uk pop']",261153
294,4/6/2020 21:10,Selena,Bidi Bidi Bom Bom,dance pop,Monday,"['dance pop', 'pop', 'pop dance', 'post-teen pop']",187524
295,4/6/2020 21:14,Selena,El Chico Del Apartamento 512,dance pop,Monday,"['dance pop', 'pop', 'pop dance', 'post-teen pop']",208866
296,4/6/2020 21:20,Antonio Banderas,Cancion del Mariachi,hollywood,Monday,['hollywood'],127226
297,4/6/2020 21:21,Shawn Mendes,Señorita,canadian pop,Monday,"['canadian pop', 'dance pop', 'pop', 'post-teen pop', 'viral pop']",50023
298,4/6/2020 21:26,P!nk,A Million Dreams,dance pop,Monday,"['dance pop', 'pop', 'post-teen pop']",273640
299,4/6/2020 21:26,Iyaz,Replay,dance pop,Monday,"['dance pop', 'pop rap', 'post-teen pop']",40130
300,4/6/2020 21:37,Cash Cash,I Found You,big room,Monday,"['big room', 'dance pop', 'edm', 'electro house', 'electropop', 'electropowerpop', 'indie poptimism', 'pop', 'pop dance', 'pop edm', 'tropical house']",167307
301,4/6/2020 21:40,Phil Collins,"Son of Man - From ""Tarzan""/Soundtrack Version",mellow gold,Monday,"['mellow gold', 'rock drums', 'soft rock']",166040
302,4/6/2020 22:24,Counting Crows,Big Yellow Taxi,alternative rock,Monday,"['alternative rock', 'mellow gold', 'neo mellow', 'pop rock', 'rock']",68340
303,4/6/2020 22:44,Juan Magán,Echa Pa Aca,dance pop,Monday,"['dance pop', 'electro latino', 'latin', 'latin pop', 'reggaeton', 'tropical']",184113
304,4/6/2020 22:50,Tiësto,WOW,big room,Monday,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'trance', 'tropical house']",148125
305,4/6/2020 22:52,3 Doors Down,Kryptonite,alternative metal,Monday,"['alternative metal', 'nu metal', 'pop rock', 'post-grunge']",99254
306,4/7/2020 0:01,3 Doors Down,Kryptonite,alternative metal,Tuesday,"['alternative metal', 'nu metal', 'pop rock', 'post-grunge']",48423
307,4/7/2020 0:03,Selena,Bidi Bidi Bom Bom,dance pop,Tuesday,"['dance pop', 'pop', 'pop dance', 'post-teen pop']",135729
308,4/7/2020 0:15,Emotional Oranges,Sundays,alternative r&b,Tuesday,['alternative r&b'],161826
309,4/7/2020 0:20,Chris Young,Town Ain't Big Enough,contemporary country,Tuesday,"['contemporary country', 'country', 'country road', 'modern country rock']",102307
310,4/7/2020 0:26,Luke Combs,Beautiful Crazy,contemporary country,Tuesday,['contemporary country'],141548
311,4/7/2020 3:08,Counting Crows,Big Yellow Taxi,alternative rock,Tuesday,"['alternative rock', 'mellow gold', 'neo mellow', 'pop rock', 'rock']",225573
312,4/7/2020 3:16,Sister Hazel,Mandolin Moon,acoustic pop,Tuesday,"['acoustic pop', 'neo mellow', 'pop rock']",214346
313,4/7/2020 3:19,Emotional Oranges,Corners Of My Mind,alternative r&b,Tuesday,['alternative r&b'],212866
314,4/7/2020 3:26,Billy Joel,We Didn't Start the Fire,album rock,Tuesday,"['album rock', 'classic rock', 'folk rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",287733
315,4/7/2020 3:35,Thomas Rhett,Be A Light,contemporary country,Tuesday,"['contemporary country', 'country', 'country road', 'modern country rock']",173960
316,4/7/2020 6:10,Keith Urban,I'm In,australian country,Tuesday,"['australian country', 'australian pop', 'contemporary country', 'country', 'country road']",42830
317,4/7/2020 20:53,Emotional Oranges,Sundays,alternative r&b,Tuesday,['alternative r&b'],189093
318,4/7/2020 21:25,Taron Egerton,"I'm Still Standing - From ""Sing"" Original Motion Picture Soundtrack",hollywood,Tuesday,['hollywood'],187853
319,4/7/2020 21:36,Dan + Shay,"10,000 Hours (with Justin Bieber)",contemporary country,Tuesday,"['contemporary country', 'pop']",167693
320,4/7/2020 22:20,Bobby Day,Rockin' Robin,doo-wop,Tuesday,"['doo-wop', 'rhythm and blues', 'rock-and-roll', 'rockabilly']",160080
321,4/7/2020 22:42,Zac Brown Band,Lance's Song,contemporary country,Tuesday,"['contemporary country', 'country', 'country road', 'modern country rock']",274613
322,4/7/2020 22:49,Neil Diamond,Cracklin' Rosie,adult standards,Tuesday,"['adult standards', 'brill building pop', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",178853
323,4/7/2020 23:34,Rex Orange County,Loving Is Easy,bedroom pop,Tuesday,"['bedroom pop', 'pop']",155720
324,4/7/2020 23:37,blink-182,She's Out Of Her Mind,pop punk,Tuesday,"['pop punk', 'punk', 'socal pop punk']",162720
325,4/7/2020 23:59,Spencer Crandall,Do It All Again,contemporary country,Tuesday,"['contemporary country', 'country pop']",203018
326,4/8/2020 0:02,Pentatonix,Sing,a cappella,Wednesday,['a cappella'],177240
327,4/8/2020 0:06,Dean Brody,It's Friday,canadian contemporary country,Wednesday,"['canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country road', 'modern country rock']",190960
328,4/8/2020 0:21,Old Dominion,Make It Sweet,contemporary country,Wednesday,"['contemporary country', 'country road']",187000
329,4/8/2020 0:23,Elvis Presley,Stuck on You,rock-and-roll,Wednesday,"['rock-and-roll', 'rockabilly']",139640
330,4/8/2020 0:36,The Tokens,Tonight I Met an Angel,brill building pop,Wednesday,"['brill building pop', 'doo-wop', 'sunshine pop']",118306
331,4/8/2020 0:47,Chris Young,Town Ain't Big Enough,contemporary country,Wednesday,"['contemporary country', 'country', 'country road', 'modern country rock']",171800
332,4/8/2020 0:54,The Goo Goo Dolls,Come to Me,alternative rock,Wednesday,"['alternative rock', 'neo mellow', 'permanent wave', 'pop rock', 'post-grunge']",225333
333,4/8/2020 2:58,Smash Mouth,I'm A Believer - Radio Edit,alternative rock,Wednesday,"['alternative rock', 'pop rock']",183400
334,4/8/2020 3:35,Hillsong Worship,I Surrender - Live,ccm,Wednesday,"['ccm', 'christian music', 'russian ccm', 'world worship', 'worship']",346346
335,4/8/2020 3:41,Kacey Musgraves,Follow Your Arrow,contemporary country,Wednesday,"['contemporary country', 'country dawn', 'pop', 'texas country']",199640
336,4/8/2020 3:48,ABBA,Waterloo,europop,Wednesday,"['europop', 'swedish pop']",168826
337,4/8/2020 6:21,Sam Hunt,Leave The Night On,contemporary country,Wednesday,"['contemporary country', 'country pop']",65300
338,4/8/2020 18:04,We The Kings,Kids In The Moonlight,neon pop punk,Wednesday,"['neon pop punk', 'piano rock', 'pop punk', 'pop rock', 'post-teen pop']",201813
339,4/8/2020 18:47,Chris Tomlin,Whom Shall I Fear (God Of Angel Armies),ccm,Wednesday,"['ccm', 'christian alternative rock', 'christian music', 'world worship', 'worship']",267906
340,4/8/2020 20:28,KANA-BOON,Silhouette,anime,Wednesday,"['anime', 'j-pop', 'j-poprock', 'j-rock']",240133
341,4/8/2020 20:37,John Denver,"Leaving, On a Jet Plane - ""Greatest Hits"" Version",adult standards,Wednesday,"['adult standards', 'classic country pop', 'folk', 'folk rock', 'mellow gold', 'soft rock']",245533
342,4/8/2020 20:42,Three Dog Night,Joy To The World,album rock,Wednesday,"['album rock', 'art rock', 'blues rock', 'brill building pop', 'bubblegum pop', 'classic rock', 'country rock', 'folk', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'roots rock', 'soft rock']",161410
343,4/8/2020 21:21,Counting Crows,Big Yellow Taxi,alternative rock,Wednesday,"['alternative rock', 'mellow gold', 'neo mellow', 'pop rock', 'rock']",225573
344,4/8/2020 21:38,Tim McGraw,Thought About You,contemporary country,Wednesday,"['contemporary country', 'country', 'country road']",225694
345,4/8/2020 21:56,Zac Brown Band,Lance's Song,contemporary country,Wednesday,"['contemporary country', 'country', 'country road', 'modern country rock']",274613
346,4/8/2020 22:15,Zac Brown Band,My Old Man,contemporary country,Wednesday,"['contemporary country', 'country', 'country road', 'modern country rock']",227222
347,4/8/2020 22:29,Blake Shelton,Nobody But You (Duet with Gwen Stefani) - Acoustic,contemporary country,Wednesday,"['contemporary country', 'country', 'country road', 'oklahoma country']",198413
348,4/9/2020 2:15,Cher,Super Trouper,dance pop,Thursday,"['dance pop', 'hollywood', 'new wave pop', 'pop']",231480
349,4/9/2020 3:19,Tame Impala,The Less I Know The Better,australian psych,Thursday,"['australian psych', 'neo-psychedelic']",216320
350,4/9/2020 3:31,Zac Brown Band,Goodbye in Her Eyes,contemporary country,Thursday,"['contemporary country', 'country', 'country road', 'modern country rock']",324266
351,4/9/2020 3:54,Boys Like Girls,Five Minutes to Midnight,neo mellow,Thursday,"['neo mellow', 'neon pop punk', 'pop punk', 'pop rock', 'post-teen pop']",227360
352,4/9/2020 4:06,Hillsong UNITED,Hosanna,ccm,Thursday,"['ccm', 'christian alternative rock', 'christian music', 'world worship', 'worship']",330360
353,4/9/2020 4:13,The Goo Goo Dolls,Come to Me,alternative rock,Thursday,"['alternative rock', 'neo mellow', 'permanent wave', 'pop rock', 'post-grunge']",225333
354,4/9/2020 4:30,Tim McGraw,Just To See You Smile,contemporary country,Thursday,"['contemporary country', 'country', 'country road']",215173
355,4/9/2020 4:50,Robin Schulz,Sugar (feat. Francesco Yates),dance pop,Thursday,"['dance pop', 'deep euro house', 'deep house', 'edm', 'german dance', 'pop', 'pop dance', 'tropical house']",219043
356,4/9/2020 4:59,David Ball,Riding With Private Malone,country,Thursday,"['country', 'country road', 'country rock']",275053
357,4/9/2020 5:06,Journey,Faithfully,album rock,Thursday,"['album rock', 'classic rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']",253530
358,4/9/2020 20:57,Twenty One Pilots,Fake You Out,modern rock,Thursday,"['modern rock', 'rock']",231320
359,4/9/2020 22:42,HIXTAPE,Nothin’ Out Here (HARDY feat. Thomas Rhett),contemporary country,Thursday,['contemporary country'],176530
360,4/10/2020 1:12,Gorillaz,Feel Good Inc.,alternative hip hop,Friday,['alternative hip hop'],69740
361,4/10/2020 1:15,Gorillaz,Clint Eastwood,alternative hip hop,Friday,['alternative hip hop'],111620
362,4/10/2020 2:22,Carly Pearce,I Hope You’re Happy Now,contemporary country,Friday,"['contemporary country', 'country pop']",90925
363,4/10/2020 2:25,Rascal Flatts,I Won't Let Go,contemporary country,Friday,"['contemporary country', 'country', 'country road', 'pop rock']",224129
364,4/10/2020 2:50,Plain White T's,Rhythm Of Love,neo mellow,Friday,"['neo mellow', 'pop', 'pop punk', 'pop rock']",73091
365,4/10/2020 2:51,Dean Brody,It's Friday,canadian contemporary country,Friday,"['canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country road', 'modern country rock']",75982
366,4/10/2020 2:54,Phillip Phillips,Home,folk-pop,Friday,"['folk-pop', 'modern rock', 'neo mellow', 'pop rock']",210173
367,4/10/2020 2:56,Taylor Swift,The Lucky One,dance pop,Friday,"['dance pop', 'pop']",72953
368,4/10/2020 2:59,Ed Sheeran,Nancy Mulligan,pop,Friday,"['pop', 'uk pop']",179786
369,4/10/2020 3:02,Ed Sheeran,Happier,pop,Friday,"['pop', 'uk pop']",207520
370,4/10/2020 3:05,Luke Combs,Beautiful Crazy,contemporary country,Friday,['contemporary country'],193200
371,4/10/2020 3:09,Lady A,What I’m Leaving For,contemporary country,Friday,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road', 'neo mellow', 'pop rock']",196643
372,4/10/2020 3:11,The Goo Goo Dolls,Sympathy,alternative rock,Friday,"['alternative rock', 'neo mellow', 'permanent wave', 'pop rock', 'post-grunge']",120470
373,4/10/2020 22:22,Gorillaz,Feel Good Inc.,alternative hip hop,Friday,['alternative hip hop'],222640
374,4/10/2020 22:30,Gorillaz,Clint Eastwood,alternative hip hop,Friday,['alternative hip hop'],232348
375,4/10/2020 22:33,U2,Vertigo,irish rock,Friday,"['irish rock', 'permanent wave', 'rock']",194520
376,4/10/2020 22:36,Hollywood Undead,Another Way Out,alternative metal,Friday,"['alternative metal', 'modern rock', 'nu metal', 'rap metal', 'rap rock']",167666
377,4/10/2020 22:40,Pitbull,Free Free Free,dance pop,Friday,"['dance pop', 'latin', 'miami hip hop', 'pop', 'pop dance', 'pop rap']",200727
378,4/11/2020 6:59,Jelani Aryeh,Stella Brown,alternative r&b,Saturday,"['alternative r&b', 'bedroom soul']",125357
379,4/11/2020 20:23,Jelani Aryeh,Stella Brown,alternative r&b,Saturday,"['alternative r&b', 'bedroom soul']",187415
380,4/11/2020 20:24,Joey + Rory,"Cheater, Cheater",country,Saturday,"['country', 'country dawn']",50761
381,4/11/2020 20:27,Emotional Oranges,West Coast Love,alternative r&b,Saturday,['alternative r&b'],215386
382,4/11/2020 20:28,VERIDIA,Disconnected,christian alternative rock,Saturday,"['christian alternative rock', 'christian rock', 'pixie', 'pop emo']",48986
383,4/11/2020 23:55,Jelani Aryeh,Stella Brown,alternative r&b,Saturday,"['alternative r&b', 'bedroom soul']",177694
384,4/12/2020 0:01,Emotional Oranges,Sundays,alternative r&b,Sunday,['alternative r&b'],103585
385,4/12/2020 0:02,Emotional Oranges,Sundays,alternative r&b,Sunday,['alternative r&b'],87113
386,4/12/2020 0:09,Secondhand Serenade,Fall For You,neo mellow,Sunday,"['neo mellow', 'piano rock', 'pixie', 'pop punk', 'pop rock']",102771
387,4/12/2020 0:16,Luke Bryan,Most People Are Good,contemporary country,Sunday,"['contemporary country', 'country', 'country road']",221800
388,4/12/2020 0:17,Passenger,Let Her Go,folk-pop,Sunday,"['folk-pop', 'neo mellow', 'pop']",59328
389,4/14/2020 2:36,Emotional Oranges,West Coast Love,alternative r&b,Tuesday,['alternative r&b'],215386
390,4/14/2020 2:46,Luke Combs,Even Though I'm Leaving,contemporary country,Tuesday,['contemporary country'],225253
391,4/14/2020 2:52,Jelani Aryeh,Stella Brown,alternative r&b,Tuesday,"['alternative r&b', 'bedroom soul']",182610
392,4/14/2020 2:56,Rascal Flatts,I Won't Let Go,contemporary country,Tuesday,"['contemporary country', 'country', 'country road', 'pop rock']",226450
393,4/14/2020 3:10,Blake Shelton,Nobody But You (Duet with Gwen Stefani) - Acoustic,contemporary country,Tuesday,"['contemporary country', 'country', 'country road', 'oklahoma country']",196840
394,4/14/2020 3:27,FLOW,GO!!!,anime,Tuesday,"['anime', 'anime score', 'j-poprock', 'otacore']",89100
395,4/14/2020 3:28,Runrig,Tear Down These Walls,celtic,Tuesday,"['celtic', 'celtic rock', 'scottish rock']",92040
396,4/14/2020 3:31,TWICE,Like Ooh-Ahh,k-pop,Tuesday,"['k-pop', 'k-pop girl group']",52550
397,4/14/2020 3:32,PSY,"It's Art (Music from Fantastic Duo 2, Pt. 4)",k-pop,Tuesday,"['k-pop', 'k-rap']",65670
398,4/14/2020 3:35,PSY,It's Art - Live,k-pop,Tuesday,"['k-pop', 'k-rap']",33610
399,4/14/2020 3:42,Merle Haggard,Mama Tried,bakersfield sound,Tuesday,"['bakersfield sound', 'country', 'country rock', 'nashville sound', 'outlaw country']",134453
400,4/14/2020 3:52,Justin Moore,If Heaven Wasn't So Far Away,arkansas country,Tuesday,"['arkansas country', 'contemporary country', 'country', 'country road', 'modern country rock', 'redneck']",223280
