endTime,artistName,trackName,msPlayed
2019-10-29 21:45,Willy William,La La La,171630
2019-10-29 21:48,blink-182,Darkside,178224
2019-10-29 21:51,Daddy Yankee,Limbo,224693
2019-10-29 21:55,Robin Schulz,Sugar (feat. Francesco Yates),219043
2019-10-29 21:59,Sofia Reyes,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",52206
2019-10-29 22:15,Sweet,Ballroom Blitz,246573
2019-10-29 22:22,blink-182,She's Out Of Her Mind,162720
2019-10-29 22:25,The All-American Rejects,Dirty Little Secret,193653
2019-10-29 22:28,Bowling For Soup,Almost,206160
2019-10-29 22:31,Kanye West,Black Skinhead,188013
2019-10-29 22:36,Eminem,Without Me,290320
2019-10-30 05:46,The Belle Stars,Iko Iko,53414
2019-10-30 05:47,First Class,Beach Baby,45102
2019-10-30 05:51,Hollywood Undead,Bullet,38792
2019-10-30 05:53,Hollywood Undead,Christmas In Hollywood,45702
2019-10-30 05:54,Daler Mehndi,Tunak Tunak Tun,72002
2019-10-30 05:58,Prince Royce,Back It Up (feat. Jennifer Lopez & Pitbull) - Spanish Version,62029
2019-10-30 05:59,Daddy Yankee,Limbo,34999
2019-10-30 06:04,Flight of the Conchords,Too Many Dicks (On The Dance Floor),30281
2019-10-30 06:07,Jump5,"Aloha, E Komo Mai (Theme Song from Lilo & Stitch: The Series) - Extended Version",41124
2019-10-30 06:10,O-Zone,Ma Ya Hi (Dragostea Din Tei) (feat. Lucas Prata),38124
2019-10-30 06:25,Sammy Adams,Driving Me Crazy,34202
2019-10-30 06:25,Mumford & Sons,Forever,90790
2019-10-30 06:34,Keith Urban,Never Comin Down,45424
2019-10-30 06:36,Common Kings,Take Her,46187
2019-10-30 06:41,Zac Brown Band,Sweet Annie,51826
2019-10-30 06:44,Zac Brown Band,Mango Tree,99071
2019-10-30 06:45,Zac Brown Band,The Wind - Greatest Hits Version,51967
2019-10-30 06:46,Zac Brown Band,2 Places at 1 Time,75614
2019-10-30 06:47,Stellar Kart,Can You Feel The Love Tonight,67425
2019-10-30 06:48,Phineas and the Ferbtones,Gitchee Gitchee Goo,30216
2019-10-30 06:51,Los Lobos,One Time One Night,30086
2019-10-30 16:32,Los Lobos,One Time One Night,289306
2019-10-30 16:37,Caesars,Jerk It Out,195666
2019-10-30 16:42,Frankie Valli & The Four Seasons,"December, 1963 (Oh What a Night!)",201093
2019-10-30 16:45,Lincoln Brewster,Made New,202988
2019-10-30 16:49,Kenny Chesney,American Kids,182960
2019-10-30 16:53,Mark Keali'i Ho'omalu,"He Mele No Lilo - From ""Lilo & Stitch""/Soundtrack Version",148133
2019-10-30 18:55,One Direction,No Control,199720
2019-10-30 18:56,PSY,DADDY,44963
2019-10-30 19:01,Zac Brown Band,Lance's Song,147321
2019-10-30 21:56,Matthew West,Truth Be Told,219440
2019-10-30 22:00,Thomas Rhett,Notice,222853
2019-10-30 22:02,Shakira,"Whenever, Wherever",65756
2019-10-30 22:17,Old Dominion,My Heart Is a Bar,234853
2019-10-30 23:31,Sidewalk Prophets,Smile,176133
2019-10-30 23:40,Zac Brown Band,From Now On,260960
2019-10-31 00:07,Zac Brown Band,Island Song,160825
2019-10-31 15:02,Zac Brown Band,Lance's Song,274613
2019-10-31 15:24,The Goo Goo Dolls,Come to Me,225333
2019-10-31 15:27,Rudimental,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",210772
2019-10-31 16:07,Luke Bryan,Drink A Beer,202613
2019-10-31 16:14,Lewis Capaldi,Someone You Loved,122637
2019-10-31 21:23,Pitbull,Echa Pa'lla (Manos Pa'rriba) (feat. Papayo),196440
2019-10-31 21:27,KB,Not Today Satan,246545
2019-10-31 21:41,Robin Schulz,Sugar (feat. Francesco Yates),219043
2019-10-31 21:51,Guns N' Roses,Sweet Child O' Mine,281161
2019-10-31 21:55,U2,Vertigo,194520
2019-10-31 21:59,Eminem,Venom - Music From The Motion Picture,269554
2019-10-31 22:02,Jónsi,Where No One Goes,164533
2019-10-31 22:09,Boys Like Girls,Five Minutes to Midnight,227360
2019-10-31 22:16,Bowling For Soup,Almost,206160
2019-10-31 22:27,Fall Out Boy,The Phoenix,244960
2019-10-31 22:31,The All-American Rejects,Dirty Little Secret,193653
2019-10-31 22:35,3 Doors Down,Kryptonite,233933
2019-10-31 22:48,Skillet,Feel Invincible,229933
2019-10-31 22:51,Kanye West,Black Skinhead,188013
2019-10-31 22:56,Eminem,Without Me,290320
2019-10-31 23:03,Jessie J,Bang Bang,199320
2019-10-31 23:04,We The Kings,"Check Yes, Juliet",44920
2019-11-01 14:59,Lobo,California Kid and Reemo,168960
2019-11-01 16:57,Backstreet Boys,It's Christmas Time Again,203028
2019-11-01 18:45,Enrique Iglesias,Bailando - Spanish Version,243413
2019-11-01 19:09,ABBA,Chiquitita,184776
2019-11-01 20:05,ABBA,Chiquitita,128260
2019-11-01 21:34,The Beach Boys,Little Saint Nick - 1991 Remix,118840
2019-11-01 21:38,Jason Derulo,Marry Me,225026
2019-11-01 21:46,Luke Combs,When It Rains It Pours,240760
2019-11-01 21:50,Brad Paisley,Mud on the Tires,208266
2019-11-01 21:50,The Word Alive,Lighthouse,30422
2019-11-01 21:56,Sister Hazel,All For You,218706
2019-11-01 22:26,Thomas Rhett,Marry Me,205453
2019-11-01 22:29,Thomas Rhett,Remember You Young,180466
2019-11-01 22:30,AronChupa,I'm an Albatraoz,48274
2019-11-02 03:32,Zac Brown Band,Lance's Song,274613
2019-11-02 03:45,Hillsong UNITED,Oceans (Where Feet May Fail),536000
2019-11-02 04:11,Matthew West,Truth Be Told,219440
2019-11-02 04:14,Mandy Moore,"I See the Light - From ""Tangled"" / Soundtrack Version",168560
2019-11-02 22:02,One Direction,Diana,184666
2019-11-02 22:05,Zac Brown Band,The Wind - Greatest Hits Version,176840
2019-11-02 22:15,Tame Impala,The Less I Know The Better,216320
2019-11-02 22:19,Sam Hunt,Take Your Time,143961
2019-11-02 22:22,Neil Diamond,Cracklin' Rosie,178853
2019-11-02 22:22,Skillet,Rise,49319
2019-11-02 22:29,Old Dominion,My Heart Is a Bar,238986
2019-11-02 22:40,Train,50 Ways to Say Goodbye,54276
2019-11-02 22:43,Sidewalk Prophets,Smile,176133
2019-11-02 23:07,ABBA,Mamma Mia,213164
2019-11-02 23:12,Journey,Separate Ways (Worlds Apart),323706
2019-11-02 23:19,Pitbull,Echa Pa'lla (Manos Pa'rriba) (feat. Papayo),196440
2019-11-02 23:25,Fall Out Boy,"Sugar, We're Goin Down",229093
2019-11-02 23:34,Boston,Foreplay / Long Time,463116
2019-11-02 23:47,U2,The Miracle (Of Joey Ramone),255382
2019-11-02 23:53,Sweet,Ballroom Blitz,246573
2019-11-02 23:57,Eminem,Berzerk,238746
2019-11-03 00:08,Robin Schulz,Sugar (feat. Francesco Yates),219043
2019-11-03 00:11,The Offspring,"You're Gonna Go Far, Kid",177826
2019-11-03 00:14,Jason Derulo,"Colors - Coca-Cola® Anthem, 2018 FIFA World CupTM",187389
2019-11-03 00:18,Macklemore & Ryan Lewis,Can't Hold Us - feat. Ray Dalton,258342
2019-11-03 00:26,The All-American Rejects,Dirty Little Secret,193653
2019-11-03 00:29,Boys Like Girls,Five Minutes to Midnight,227360
2019-11-03 00:33,Blackjack Billy,The Booze Cruise,175560
2019-11-03 00:40,Bowling For Soup,Almost,206160
2019-11-03 00:42,Juan Magán,Echa Pa Aca,74830
2019-11-03 00:45,ABBA,Mamma Mia,186743
2019-11-03 22:07,ABBA,Mamma Mia,74244
2019-11-04 16:03,Zac Brown Band,Whatever It Is - Greatest Hits Version,208346
2019-11-04 19:55,John Denver,"Leaving, On a Jet Plane - ""Greatest Hits"" Version",218908
2019-11-05 16:02,ABBA,The Winner Takes It All,294733
2019-11-05 16:08,Dan + Shay,"10,000 Hours (with Justin Bieber)",167693
2019-11-05 16:12,Elvis Presley,Burning Love - Live,177080
2019-11-05 16:15,Lincoln Brewster,Everlasting God,179803
2019-11-05 17:17,Taylor Swift,I Almost Do,242573
2019-11-05 19:44,Blackjack Billy,Born to Ride,219693
2019-11-05 19:48,Fall Out Boy,The Phoenix,244960
2019-11-05 19:53,AC/DC,Thunderstruck,292880
2019-11-05 20:10,Thousand Foot Krutch,Untraveled Road,235689
2019-11-05 20:15,Foo Fighters,Learn to Fly,235293
2019-11-05 20:18,Fall Out Boy,Death Valley,226720
2019-11-05 20:23,Santana,Into the Night (feat. Chad Kroeger),222440
2019-11-05 20:26,JAY-Z,Ni**as In Paris,219320
2019-11-05 20:30,Kid Ink,Ride Out,211908
2019-11-05 20:34,Fall Out Boy,"Sugar, We're Goin Down",229093
2019-11-05 20:35,Shinedown,Diamond Eyes (Boom-Lay Boom-Lay Boom),68615
2019-11-05 20:37,ABBA,Mamma Mia,155216
2019-11-05 21:16,ABBA,Mamma Mia,215266
2019-11-05 21:20,ABBA,When I Kissed The Teacher,182000
2019-11-05 21:33,Zac Brown Band,Goodbye in Her Eyes,324266
2019-11-05 21:37,Post Malone,Candy Paint,227533
2019-11-05 21:41,The Goo Goo Dolls,Come to Me,225333
2019-11-05 21:46,One Direction,No Control,199720
2019-11-05 22:17,Zac Brown Band,Loving You Easy,155653
2019-11-05 22:20,Sam Hunt,Leave The Night On,192160
2019-11-05 22:28,Jonas Brothers,Strangers,233853
2019-11-05 22:35,The Goo Goo Dolls,Sympathy,178146
2019-11-05 22:50,Troy,Bet On It,198320
2019-11-05 22:55,Dan + Shay,My Side of the Fence,214461
2019-11-06 17:37,Taylor Swift,Paper Rings,222400
2019-11-06 17:53,Kenny Chesney,American Kids,182960
2019-11-06 18:50,Dexys Midnight Runners,Come On Eileen,176923
2019-11-06 18:59,Taylor Swift,The Lucky One,240133
2019-11-06 19:56,Juan Magán,Echa Pa Aca,101466
2019-11-06 21:05,One Direction,No Control,121142
2019-11-06 22:35,James Taylor,Carolina in My Mind,238573
2019-11-06 22:41,Lobo,Don't Expect Me to Be Your Friend,217906
2019-11-06 22:44,Panic! At The Disco,High Hopes,190946
